key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
622,Other,12159,UNDG Member Agencies,UN_AGENCIES,UN Agencies,UNDG,Member Agencies,1300
623,Other,38,UNOCHA,UN_AGENCIES,UN Agencies,OCHA,AGY_UNOCHA1,1110400
624,Special Activities, ,,,,,,8128
625,Special Activities,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGENCIES,UN Agencies,ILO,AGY_INTERNATIONAL LABOUR ORGAN,-2940
626,Special Activities,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGENCIES,UN Agencies,FAO,AGY_FOOD AND AGRICULTURE ORGAN,43943
627,Special Activities,5,UNESCO,UN_AGENCIES,UN Agencies,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,1808
628,Special Activities,6,WORLD HEALTH ORGANIZATION,UN_AGENCIES,UN Agencies,WHO,AGY_WORLD HEALTH ORGANIZATION,133180
629,Special Activities,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGENCIES,UN Agencies,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,606465
630,Special Activities,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB_GROUP,IFI World Bank Group,WORLD_BANK_IBRD,World Bank,18070
631,Special Activities,31,UNITED NATIONS POPULATION FUND,UN_AGENCIES,UN Agencies,UNFPA,AGY_UNITED NATIONS POPULATION,40899
632,Special Activities,32,UN Women,UN_AGENCIES,UN Agencies,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,24333
633,Special Activities,35,UNITED NATIONS CHILDREN'S FUND,UN_AGENCIES,UN Agencies,UNICEF,AGY_UNITED NATIONS CHILDREN'S,208630
634,Special Activities,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGENCIES,UN Agencies,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,17125
635,Special Activities,37,WORLD FOOD PROGRAMME,UN_AGENCIES,UN Agencies,WFP,AGY_WORLD FOOD PROGRAMME,72188
636,Special Activities,38,UNOCHA,UN_AGENCIES,UN Agencies,OCHA,AGY_UNOCHA1,24500
637,Special Activities,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGENCIES,UN Agencies,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,6858
638,Special Activities,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGENCIES,UN Agencies,UNEP,AGY_UNITED NATIONS ENVIRONMENT,10000
639,Special Activities,43,INTERNATIONAL ORGANIZATION FOR,UN_AGENCIES,UN Agencies,IOM,AGY_INTERNATIONAL ORGANIZATION,43662
640,Special Activities,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,815217
641,Special Activities,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,106157
642,Special Activities,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,467289
643,Special Activities,297,UNAIDS,UN_AGENCIES,UN Agencies,UNAIDS,AGY_UNAIDS,4586
644,Special Activities,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGENCIES,UN Agencies,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,230503
645,Special Activities,1821,ECU-VARIOS DONANTES,NATL_PRIV_SECTOR,National Private Sector,VARIOS,PRIV_ECU-VARIOS DONANTES,9000
646,Special Activities,1855,Economic Commission for Africa,UN_AGENCIES,UN Agencies,ECA,AGY_Economic Commission for Af,-10000
647,Special Activities,1863,UN Office in Vienna,UN_AGENCIES,UN Agencies,UNOV,AGY_UN Office in Vienna,906
648,Special Activities,10014,STATOIL INTERNATIONAL VENEZULA,INTL_PRIV_SECTOR,International Private Sector,VEN -,STATOIL,5000
649,Special Activities,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_DEVT_AGENCY,Swiss Development Agency,1710108
650,Special Activities,10778,UNFPA-CSA,UN_AGENCIES,UN Agencies,UNFPA,AGY_UNITED NATIONS POPULATION,15882
651,Special Activities,12159,UNDG Member Agencies,UN_AGENCIES,UN Agencies,UNDG,Member Agencies,13444
652,Special Activities, ,,,,,,-29061
653,Special Activities,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGENCIES,UN Agencies,ILO,AGY_INTERNATIONAL LABOUR ORGAN,1632498
654,Special Activities,5,UNESCO,UN_AGENCIES,UN Agencies,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,1400000
655,Special Activities,6,WORLD HEALTH ORGANIZATION,UN_AGENCIES,UN Agencies,WHO,AGY_WORLD HEALTH ORGANIZATION,2781075
656,Special Activities,10,INTERNATIONAL TELECOMMUNICATIO,UN_AGENCIES,UN Agencies,ITU,AGY_INTERNATIONAL TELECOMMUNIC,100000
657,Special Activities,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGENCIES,UN Agencies,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,607903
658,Special Activities,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGENCIES,UN Agencies,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,763181
659,Special Activities,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB_GROUP,IFI World Bank Group,WORLD_BANK_IBRD,World Bank,195492
660,Special Activities,31,UNITED NATIONS POPULATION FUND,UN_AGENCIES,UN Agencies,UNFPA,AGY_UNITED NATIONS POPULATION,2285867
661,Special Activities,32,UN Women,UN_AGENCIES,UN Agencies,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,1275744
662,Special Activities,35,UNITED NATIONS CHILDREN'S FUND,UN_AGENCIES,UN Agencies,UNICEF,AGY_UNITED NATIONS CHILDREN'S,4267012
663,Special Activities,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGENCIES,UN Agencies,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,679931
664,Special Activities,37,WORLD FOOD PROGRAMME,UN_AGENCIES,UN Agencies,WFP,AGY_WORLD FOOD PROGRAMME,1487478
665,Special Activities,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGENCIES,UN Agencies,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,1027477
666,Special Activities,43,INTERNATIONAL ORGANIZATION FOR,UN_AGENCIES,UN Agencies,IOM,AGY_INTERNATIONAL ORGANIZATION,378000
667,Special Activities,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,946300
668,Special Activities,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,552097
669,Special Activities,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,50000
670,Special Activities,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,232445
671,Special Activities,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,5361
672,Special Activities,297,UNAIDS,UN_AGENCIES,UN Agencies,UNAIDS,AGY_UNAIDS,1276541
673,Special Activities,311,PRIVATE SECTOR,NATL_PRIV_SECTOR,National Private Sector,PRIVSECT,PRIV_PRIVATE SECTOR,25523
674,Special Activities,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,54628
675,Special Activities,1153,COL-INSTITUTO INTERAMERICANO D,INTL_PRIV_SECTOR,International Private Sector,IICA,PRIV_COL-INSTITUTO INTERAMERIC,20150
676,Special Activities,10008,UN Office for Project Services,UN_AGENCIES,UN Agencies,UNOPS,United Nations Office for Proj,855661
677,Special Activities,10012,BILL AND MELINDA GATES FOUNDAT,INTL_FOUNDATIONS,International Foundations,GATES_FOUNDATION,Bill &Melinda Gates Foundation,875000
678,Special Activities,10257,FOUNDATION INTERNATIONAL CARRE,INTL_FOUNDATIONS,International Foundations,CARREFOUR,FOUNDATION INTERNATIONAL CARRE,971
679,Special Activities,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,6601
680,Special Activities,10480,USAID,USA,United States of America,USA_GOVT_DEVT_AGENCY,USA Govt Development Agency,2658257
681,Special Activities,10510,MICROSOFT CORPORATION,INTL_PRIV_SECTOR,International Private Sector,MICROSOFT,PRIV_MICROSOFT CORP,313000
682,Special Activities,10958,ORG.ECONOMIC CO-OPERATION AND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OECD,OECD,77433
683,Special Activities,11234,Australian Agency for Int'l De,AUS,Australia,AUS_DEVT_AGENCY,Australia Development Agency,263299
684,Special Activities,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGENCIES,UN Agencies,OCHA,AGY_UNOCHA1,177701
685,Special Activities,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,31847
686,Special Activities,11695,BRA-SEBRAE,BRA,Brazil,BRA_MIN,Brazil Ministry,72405
687,Special Activities,11714,Ernst & Young LLC,INTL_PRIV_SECTOR,International Private Sector,E&Y,PRIV,2045
688,Special Activities,11856,Gas Natural Fenosa,NATL_PRIV_SECTOR,National Private Sector,ARGENTINA,PRIVATE NATIONAL,2070
689,Special Activities,11857,Inst. Arg. del Petroleo Gas,NATL_PRIV_SECTOR,National Private Sector,ARGENTINA,PRIVATE NATIONAL,1081
690,Special Activities,11861,Grupo Sancor Seguros,NATL_PRIV_SECTOR,National Private Sector,ARGENTINA,PRIVATE NATIONAL,3866
691,Special Activities,11878,Grupo Los Grobo,NATL_PRIV_SECTOR,National Private Sector,ARGENTINA,PRIVATE NATIONAL,988
692,Special Activities,11899,Grupo ARCOR,NATL_PRIV_SECTOR,National Private Sector,BRAZIL,PRIVATE NATIONAL,3788
693,Special Activities,11910,LINSER S.A.C.I.S,NATL_PRIV_SECTOR,National Private Sector,ARGENTINA,PRIVATE NATIONAL,1025
694,Special Activities,119114,INVAP SE,NATL_PRIV_SECTOR,National Private Sector,ARGENTINA,PRIVATE NATIONAL,1081
695,Special Activities,11930,MPTFO JP Sudan Refugees,MDTF1,Multi Partner Trust Funds,SUDAN REFUEGEES,MPTFO JP Sudan Refugees,-1202
696,Special Activities,11970,Transportadora de Gas del Sur,NATL_PRIV_SECTOR,National Private Sector,ARGENTINA,PRIVATE NATIONAL,1942
697,Special Activities,12028,Rio Uruguay Seguros,NATL_PRIV_SECTOR,National Private Sector,RIO URUGUAL,Rio Uruguay Seguros,1081
698,Special Activities,12049,UNITEC BLUE S.A,NATL_PRIV_SECTOR,National Private Sector,UNITEC,Unitec Blue S.A.,1059
699,Special Activities,12055,BRA-Nike Brasil,INTL_PRIV_SECTOR,International Private Sector,BRA-NIKE,BRA-NIKE BRASIL,248800
700,Special Activities,12074,GTC Compania de Servicios,NATL_PRIV_SECTOR,National Private Sector,GTC,GTC,2163
701,Special Activities,12111,Securitas Argentina SA,NATL_PRIV_SECTOR,National Private Sector,ARG -,Securitas Argentina SA,1069
702,Special Activities,12151,Brapo Medios de Pago S.A.,NATL_PRIV_SECTOR,National Private Sector,ARG-BAPRO,MEDIOS de PAGO,971
703,Special Activities,12159,UNDG Member Agencies,UN_AGENCIES,UN Agencies,UNDG,Member Agencies,-1300
704,Special Activities,12189,Cooperativa_Macachin_code,NATL_PRIV_SECTOR,National Private Sector,ARG-COOPERATIVA,Macachin,578
705,Special Activities,12199,Aguas Cordobesas,NATL_PRIV_SECTOR,National Private Sector,ARG-AGUAS,Cord,988
706,Special Activities,12200,Consejo Prof. Ciencias Económi,NATL_PRIV_SECTOR,National Private Sector,ARG-CPCECABA,CPCECABA,5739
707,Special Activities,12202,ADEERA,NATL_PRIV_SECTOR,National Private Sector,ARG-ADEERA,ADEERA,1230
708,Special Activities,12204,CEADS,NATL_PRIV_SECTOR,National Private Sector,ARG-CEADS,CEADS,485
709,Special Activities,12213,AG Sustentable,NATL_PRIV_SECTOR,National Private Sector,ARG-AG,Sustent,1053
710,Special Activities,12245,Scienza,NATL_PRIV_SECTOR,National Private Sector,ARG-SCIENZA,SCIENZA,997
711,Special Activities,12260,Tersuave,NATL_PRIV_SECTOR,National Private Sector,ARG-TERSUAVE,ARG-Tersuave,988
712,Special Activities,12262,ADEBA,NATL_PRIV_SECTOR,National Private Sector,ARG-ADEBA,ARG-ADEBA,540
713,Special Activities,12285,FEeIS,INTL_PRIV_SECTOR,International Private Sector,ARG-FEELS,ARG-FEelS,527
714,Special Activities,12286,Grupo Logístico Andreani,NATL_PRIV_SECTOR,National Private Sector,ARG-ANDREANI,ARG-Andreani,971
715,Special Activities,12287,Ledesma SAAI,NATL_PRIV_SECTOR,National Private Sector,ARG-LEDESMA,ARG-Ledesma,1157
716,Special Activities,12321,YPF : Energy Company in ARG,NATL_PRIV_SECTOR,National Private Sector,YPF,YPF,2315
717,Special Activities,12366,RENAULT Argentina SA,NATL_PRIV_SECTOR,National Private Sector,RENAULT SA,RENAULT Argentina SA,2315
718,Special Activities,12378,Seguridad Integral Empresaria,NATL_PRIV_SECTOR,National Private Sector,SIE SA,Seguridad Integral Empresaria,1018
719,Special Activities,12392,Coop. Electricidad Bariloche,NATL_PRIV_SECTOR,National Private Sector,CEBAR,Coop. Electricidad Bariloche,540
720,Special Activities,12489,Profertil SA,NATL_PRIV_SECTOR,National Private Sector,PROFERTIL,Profertil SA,1069
721,Special Activities,12612,Seguridad Misiones SRL,NATL_PRIV_SECTOR,National Private Sector,SM SRL,Seguridad Misiones SRL,1157
722,Special Activities,12613,Cen. de Inno. Tec. Emp. Soc SA,INTL_PRIV_SECTOR,International Private Sector,CITES,Cen. de Inno. Tec. Emp. Soc SA,578
723,Special Activities,12619,Antoniazzi Hnos SA,NATL_PRIV_SECTOR,National Private Sector,BIJELO-POL,Municipality of Bijelo Polje,1081
724,Special Activities,12620,Deloitte & CO SA,INTL_PRIV_SECTOR,International Private Sector,DELOITTESA,Deloitte & CO SA,2163
725,Special Activities,12621,CIMEB Medicina Biologica,NATL_PRIV_SECTOR,National Private Sector,CIMEB,CIMEB Medicina Biologica,1081
726,Special Activities,12627,AHK Argentina,INTERNATIONAL NGO,International NGO,AHK-ARG,AHK Argentina,971
727,Special Activities,12633,Atanor S.C.A.-ARG,INTL_PRIV_SECTOR,International Private Sector,ATANOR-ARG,Atanor S.C.A - ARG,1942
728,Special Activities,12637,ConsejoEmpresario de EntreRios,NATIONAL NGO,National NGO,CEER-ARG,ConsejoEmpresario de EntreRios,971
729,Special Activities,12639,Consejo Prof. Ingenieria Ind.,NATIONAL NGO,National NGO,CPII-ARG,Consejo Prof. Ingenieria Ind.,998
730,Special Activities,12656,Empresa Mixta Transporte Rosar,NATL_PRIV_SECTOR,National Private Sector,EMTR-ARG,EMTR La Mixta - ARG,2022
731,Special Activities,12698,Municipalidad San Isidro - ARG,ARM,Armenia,ARM_MIN,ARM_MIN,1059
732,Special Activities,12712,Org. de Ser. Dir. Emp.,NATL_PRIV_SECTOR,National Private Sector,OSDE,Org. de Ser. Dir. Emp.,988
733,Special Activities,12714,Aguas y Procesos S.A.,NATL_PRIV_SECTOR,National Private Sector,AGUAS&PRO,Aguas y Procesos S.A.,241
734,Special Activities,12716,ARG - Zarcam S.A.,NATL_PRIV_SECTOR,National Private Sector,ARG-ZARCAM,ARG - Zarcam S.A.,252
735,Special Activities,12737,Mastellone Hermanos S.A.,INTL_PRIV_SECTOR,International Private Sector,ARG-MSHNOS,Mastellone Hermanos S.A.,992
736,Special Activities,12775,Telecom Argentina S.A.,NATL_PRIV_SECTOR,National Private Sector,ARGTELECOM,Telecom Argentina S.A.,8676
737,Special Activities,12783,BRA-Fundação MCSV,NATL_FOUNDATIONS,National Foundations,BRA-FMCSV,BRA-Fundacao MCSV,57132
738,Special Activities,54392,Ministry of Foreign Affairs an,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,174800
739,Special Activities,54394,ITAIPU BINACIONAL,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ITAIPU BIN,BI-LATERAL PARAGUAY & BRAZIL,380000
740,Other,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGENCIES,UN Agencies,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,2000
741,Other,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,137224
742,Other,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,2041920
743,Other,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,866194
744,Other,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,151129
745,Other,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,751549
746,Other,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,293054
747,Other,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,4533716
748,Other,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,988461
749,Other,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,654966
750,Other,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-254582
751,Other,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1270488
752,Other,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,201698
753,Other,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,579468
754,Other,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,4302907
755,Other,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,524262
756,Other,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,1065691
757,Other,121,GOVERNMENT OF GUATEMALA,GTM,Guatemala,GTM_GOVT,Guatemala Government,12216983
758,Other,194,GOVERNMENT OF PERU,PER,Peru,PER_GOVT,Peru Government,1821
759,Other,252,GOVERNMENT OF URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,-1585343
760,UNV,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,2158869
761,UNV,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,719000
762,UNV,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_INTL_DEVT_AGENCY,Great Britain Intl Devt Agency,164734
763,UNV,10602,UN-HABITAT,UN_AGENCIES,UN Agencies,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,250102
764,UNV,10714,MPTFO AS AA FOR JP PASS THROUG,MDTF1,Multi Partner Trust Funds,UNDP(JPAA),MDTF_PASSTHROUGH,4674
765,UNV,11001,ECOWAS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ECOWAS,ECOWAS,430037
766,UNV,11363,Peacebuilding Fund,MDTF1,Multi Partner Trust Funds,PBF,PEACEBUILDING,171380
767,UNV,11776,UN Tr Fund for Human Security,UN_AGENCIES,UN Agencies,UN,United Nations,52374
768,UNV,12294,Kwansei Gakuin University,NATL_PRIV_SECTOR,National Private Sector,JPN-KGU,JPN-KGU,83000
769,UNV,80,GOVERNMENT OF CZECH REPUBLIC,CZE,Czech Republic,CZE_GOVT,Czech Republic Government,12450
770,UNV,89,GOVERNMENT OF CHINA,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,30000
771,UNV,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,1990211
772,UNV,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,55545
773,UNV,136,GOVERNMENT OF ISRAEL,ISR,Israel,ISR_GOVT,Israel Government,10000
774,UNV,142,GOVERNMENT OF KAZAKHSTAN,KAZ,Kazakhstan,KAZ_GOVT,Kazakhstan Government,2000
775,UNV,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,835945
776,UNV,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,20000
777,UNV,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SWE_GOVT_DEVT_AGENCY,Swedish Int'l Devt Agency,974042
778,UNV,10238,UNISDR,UN_AGENCIES,UN Agencies,UNISDR,AGY_UNISDR,-1
779,UNV,80,GOVERNMENT OF CZECH REPUBLIC,CZE,Czech Republic,CZE_GOVT,Czech Republic Government,236553
780,UNV,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,627829
781,UNV,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,932937
782,UNV,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,500144
783,UNV,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,3634
784,UNV,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,417800
785,UNV,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,1960000
786,UNV,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,402916
787,UNV,10712,KOREA INTERN. COOPERATION AGEN,KOR,Republic of Korea,KOR_GOVT_DEVT_AGENCY,Korea Govt Development Agency,534000
788,UNV,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,208560
789,UNV,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,37053
790,UNV,12417,Agency for Volunteer Service,NATIONAL NGO,National NGO,AVS-H.K.,AVS-H.K.,199975
791,Trust Funds,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,421006
792,Trust Funds,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,144637
793,Trust Funds,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,324952
794,Trust Funds,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,292056
795,Trust Funds,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,2831137
796,Trust Funds,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,120200
797,Trust Funds,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,1000000
798,Trust Funds,11410,Foreign common wealth ofice,GBR,United Kingdom,GBR_INTL_DEVT_AGENCY,Great Britain Intl Devt Agency,293577
799,Trust Funds,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,371584
800,Trust Funds,12113,The Department of Foreign Affa,CAN,Canada,CAN_DEVT_AGENCY,Canadian Development Agency,1194267
801,Trust Funds,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
802,Trust Funds,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-37
803,Trust Funds,46,GOVERNMENT OF ALGERIA,DZA,Algeria,DZA_GOVT,Algeria Government,10000
804,Trust Funds,52,GOVERNMENT OF ARGENTINA,ARG,Argentina,ARG_GOVT,Argentina Government,5000
805,Trust Funds,67,GOVERNMENT OF BOSNIA AND HERZE,BIH,Bosnia and Herzegovina,BIH_GOVT,Bosnia and Herzegovina Governm,500
806,Trust Funds,82,GOVERNMENT OF CHILE,CHL,Chile,CHL_GOVT,Chile Government,5000
807,Trust Funds,194,GOVERNMENT OF PERU,PER,Peru,PER_GOVT,Peru Government,15891
808,Trust Funds,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,6756
809,Trust Funds,236,GOVERNMENT OF THAILAND,THA,Thailand,THA_GOVT,Thailand Government,520000
810,Trust Funds,240,GOVERNMENT OF TRINIDAD AND TOB,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,2000
811,Trust Funds,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,20000
812,Trust Funds,256,GOVERNMENT OF VIET NAM,VNM,Viet Nam,VNM_GOVT,Viet Nam Government,1000
813,Trust Funds,10392,"MINISTRY OF COMMERCE, CHINA",CHN,People's Republic of China,CHN_MIN,People's Republic of China Min,20000
814,Trust Funds,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-1
815,Trust Funds,12100,FCPF Trustee,IFI_WB_GROUP,IFI World Bank Group,WORLD_BANK_IBRD,World Bank,4339000
816,Trust Funds,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,18577494
817,Trust Funds,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,340136
818,Trust Funds,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,325097
819,Trust Funds,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SWE_GOVT_DEVT_AGENCY,Swedish Int'l Devt Agency,1086838
820,Trust Funds,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_DEVT_AGENCY,Swiss Development Agency,2016129
821,Trust Funds,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,2176220
822,Trust Funds,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,1133786
823,Trust Funds,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,3148170
824,Trust Funds,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,3000000
825,Trust Funds,216,GOVERNMENT OF SLOVAK REPUBLIC,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,112739
826,Trust Funds,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,3800390
827,Trust Funds,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,1133786
828,Trust Funds,12526,GREEN CLIMATE FUND,FUNDS_GEF,FUNDS_GEF,GCF,Green Climate Fund,1350000
829,Trust Funds,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGENCIES,UN Agencies,UNEP,AGY_UNITED NATIONS ENVIRONMENT,3717950
830,Trust Funds,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,423712716
831,Trust Funds,10239,FED MINISTRY FOR THE ENVIRO -,DEU,Germany,DEU_GOVT,Germany Government,1711942
832,Trust Funds,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,139107
833,Trust Funds,11432,Federal Office for the Environ,CHE,Switzerland,CHE_GOVT_OTHER_AGENC,CHE Govt Other Agencies,399055
834,Trust Funds,11602,Adaptation Fund  (AF),FUNDS_GEF,FUNDS_GEF,ADAPTATION_FUND,Adaptation Fund,14397138
835,Trust Funds,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,96739
836,Trust Funds,12296,US Dept. of Commerce,USA,United States of America,USA_GOVT,United States of America Gover,50000
837,Trust Funds,250,ALLOCATED INTEREST,UN_AGENCIES,UN Agencies,UND,AGY_UNDETERMINED,-22154
838,Trust Funds,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,275534
