key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
5925,Sierra Leone,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
5926,Sierra Leone,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
5927,Sierra Leone,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
5928,Sierra Leone,283,INSTITUTE REGIONAL DECO-COOPER,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IRCOD,Unknown Type of Agency,0
5929,Sierra Leone,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
5930,Sierra Leone,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
5931,Sierra Leone,314,CISCO SYSTEMS FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CISCOSF,PRIV_CISCO SYSTEMS FOUNDATION,0
5932,Sierra Leone,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
5933,Sierra Leone,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0
5934,Sierra Leone,10424,COMITE PERMANENT INTER-ETATS D,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
5935,Sierra Leone,10485,Panos Institute West Africa,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PANOS,PRIV_PANOS,0
5936,Sierra Leone,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,0
5937,Sierra Leone,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
5938,Sierra Leone,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
5939,Solomon Islands,-,-,-,-,-,-,0
5940,Solomon Islands,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
5941,Solomon Islands,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,0
5942,Solomon Islands,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
5943,Somalia,-,-,-,-,-,-,0
5944,Somalia,1,UN DEPT OF ECONOMIC AND SOCIAL,UN_AGY 1,UN AGENCY 1,UNDESA,AGY_UN DEPT OF ECONOMIC AND SO,0
5945,Somalia,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
5946,Somalia,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
5947,Somalia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
5948,Somalia,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
5949,Somalia,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
5950,Somalia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
5951,Somalia,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
5952,Somalia,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
5953,Somalia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
5954,Somalia,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
5955,Somalia,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
5956,Somalia,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
5957,Somalia,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
5958,Somalia,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
5959,Somalia,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
5960,Somalia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
5961,Somalia,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,0
5962,Somalia,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
5963,Somalia,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
5964,Somalia,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,0
5965,Somalia,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
5966,Somalia,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
5967,Somalia,286,LEAGUE OF ARAB STATES,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LAS,LEAGUE OF ARAB STATES,0
5968,Somalia,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
5969,Somalia,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
5970,Somalia,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0
5971,Somalia,346,NORWEGIAN AG DEV COOP:UNCDF,NOR,Norway,NOR_MIN,Norway Ministry,0
5972,Somalia,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
5973,Somalia,1813,FEM-US NATIONAL COMMITTEE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,US NC,PRIV_FEM-US NATIONAL COMMITTEE,0
5974,Somalia,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0
5975,Somalia,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0
5976,Somalia,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0
5977,Somalia,10326,UN POLITICAL OFFICE FOR SOMALI,UN_AGY 1,UN AGENCY 1,UNPOS,AGY_UN POLITICAL OFFICE FOR SO,0
5978,Somalia,10328,BRITISH COMMISSION,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
5979,Somalia,10361,ZAYED FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ZAYED FOUN,PRIV_ZAYED FOUNDATION,0
5980,Somalia,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
5981,Somalia,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,0
5982,Somalia,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
5983,South Africa,-,-,-,-,-,-,0
5984,South Africa,9,INTERNATIONAL MARITIME ORGANIZ,UN_AGY 1,UN AGENCY 1,IMO,AGY_INTERNATIONAL MARITIME ORG,0
5985,South Africa,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
5986,South Africa,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,0
5987,South Africa,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
5988,South Africa,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
5989,South Africa,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
5990,South Africa,279,EAST AFRICAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EADB,EAST AFRICAN DEVELOPMENT BANK,0
5991,South Africa,10003,Global Environment Fund Truste,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEFTRUSTEE,GEF TRUSTEE,0
5992,South Africa,10279,NEW ZEALAND AGY FOR INT'L DEVE,NZL,New Zealand,NZL_MIN,New Zealand Ministry,0
5993,South Africa,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
5994,"South Sudan, Republic of",-,-,-,-,-,-,0
5995,"South Sudan, Republic of",12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
5996,"South Sudan, Republic of",38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
5997,"South Sudan, Republic of",61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
5998,"South Sudan, Republic of",155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
5999,"South Sudan, Republic of",227,GOVERNMENT OF THE REPUBLIC OF,SDN,Sudan,SDN_GOVT,Sudan Government,0
6000,"South Sudan, Republic of",250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
6001,"South Sudan, Republic of",10283,KREDITANSTALT FUR WIEDERAUFBAU,DEU,Germany,DEU_AGY_KFW,Germany Agency KfW,0
6002,"South Sudan, Republic of",10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
6003,"South Sudan, Republic of",10480,USAID,USA,United States of America,USAID,USAID,0
6004,"South Sudan, Republic of",11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,0
6005,Spcl Unit for South South Coop,-,-,-,-,-,-,0
6006,Spcl Unit for South South Coop,1668,MEX-SECRETARIA DE ECONOMIA,MEX,Mexico,MEX_MIN,Mexico Ministry,0
6007,Spcl Unit for South South Coop,10432,IFRC/PRO VENTION CONSORTIUM,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
6008,Spcl Unit for South South Coop,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0
6009,Sri Lanka,-,-,-,-,-,-,0
6010,Sri Lanka,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0
6011,Sri Lanka,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
6012,Sri Lanka,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
6013,Sri Lanka,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
6014,Sri Lanka,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,0
6015,Sri Lanka,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0
6016,Sri Lanka,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
6017,Sri Lanka,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
6018,Sri Lanka,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
6019,Sri Lanka,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
6020,Sri Lanka,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
6021,Sri Lanka,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0
6022,Sri Lanka,139,GOVERNMENT OF JAMAICA,JAM,Jamaica,JAM_GOVT,Jamaica Government,0
6023,Sri Lanka,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
6024,Sri Lanka,144,GOVERNMENT OF KIRIBATI,KIR,Kiribati,KIR_GOVT,Kiribati Government,0
6025,Sri Lanka,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
6026,Sri Lanka,221,GOVERNMENT OF SRI LANKA,LKA,Sri Lanka,LKA_GOVT,Sri Lanka Government,0
6027,Sri Lanka,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
6028,Sri Lanka,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
6029,Sri Lanka,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
6030,Sri Lanka,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,0
6031,Sri Lanka,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,0
6032,Sri Lanka,348,BELGIAN SURVIVAL FUND,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
6033,Sri Lanka,386,UNDP VIETNAM: UNCDF ONLY,-,-,-,-,0
6034,Sri Lanka,1279,VEN-MINISTERIO DE CIENCIA Y TE,VEN,Venezuela,VEN_MIN,Venezuela Ministry,0
6035,Sri Lanka,1412,SRL-MINISTRY OF INDUSTRIAL DEV,LKA,Sri Lanka,LKA_MIN,Sri Lanka Ministry,0
6036,Sri Lanka,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,0
6037,Sri Lanka,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0
6038,Sri Lanka,10102,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
6039,Sri Lanka,10215,NORTH & EAST CR&D PROJECT,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NECORD,PRIV_NORTH & EAST CR&D PROJECT,0
6040,Sri Lanka,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0
6041,Sri Lanka,10279,NEW ZEALAND AGY FOR INT'L DEVE,NZL,New Zealand,NZL_MIN,New Zealand Ministry,0
6042,Sri Lanka,10354,SWISS CONTACT,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
6043,Sri Lanka,10425,NORWEGIAN EMBASSY,NOR,Norway,NOR_MIN,Norway Ministry,0
6044,Sri Lanka,10677,UN STAFF COMMITEE FOR TSUNAMI,UN_AGY 1,UN AGENCY 1,UNSTAFFCOM,UNSTAFFCOM,0
6045,Sri Lanka,10809,BRANDIX LANKA LTD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRANDIX,"PRIV_BRANDIX, SRI LANKA",0
6046,Sri Lanka,10860,SUNTEL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SUNTEL,PRIV_SUNTEL,0
6047,Sri Lanka,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
6048,Sri Lanka,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,0
6049,St. Lucia,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
6050,St. Lucia,224,GOVERNMENT OF SAINT LUCIA,LCA,Saint Lucia,LCA_GOVT,Saint Lucia Government,0
6051,"Sudan, Republic of the",-,-,-,-,-,-,0
6052,"Sudan, Republic of the",13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
6053,"Sudan, Republic of the",15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
6054,"Sudan, Republic of the",17,AFRICAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ADB,African Development Bank,0
6055,"Sudan, Republic of the",18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,0
6056,"Sudan, Republic of the",22,ESCWA,UN_AGY 1,UN AGENCY 1,ESCWA,AGY_ECONOMIC AND SOCIAL COMMIS,0
6057,"Sudan, Republic of the",31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
6058,"Sudan, Republic of the",32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
6059,"Sudan, Republic of the",35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
6060,"Sudan, Republic of the",36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0
6061,"Sudan, Republic of the",38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
6062,"Sudan, Republic of the",40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
6063,"Sudan, Republic of the",51,GOVERNMENT OF ANTIGUA AND BARB,ANT,Antigua and Barbuda,ANT_GOVT,Antigua and Barbuda Government,0
6064,"Sudan, Republic of the",55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0
6065,"Sudan, Republic of the",61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
6066,"Sudan, Republic of the",78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
6067,"Sudan, Republic of the",95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
6068,"Sudan, Republic of the",112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
6069,"Sudan, Republic of the",117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
6070,"Sudan, Republic of the",137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
6071,"Sudan, Republic of the",142,GOVERNMENT OF KAZAKHSTAN,KAZ,Kazakhstan,KAZ_GOVT,Kazakhstan Government,0
6072,"Sudan, Republic of the",155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
6073,"Sudan, Republic of the",185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,0
6074,"Sudan, Republic of the",196,GOVERNMENT OF PACIFIC MULTI IS,PMI,Pacific Multi-Islands,PMI_GOVT,Pacific Multi-Islands Governme,0
6075,"Sudan, Republic of the",198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,0
6076,"Sudan, Republic of the",220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
6077,"Sudan, Republic of the",237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,0
6078,"Sudan, Republic of the",248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
6079,"Sudan, Republic of the",250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
6080,"Sudan, Republic of the",253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
6081,"Sudan, Republic of the",266,AFRICA LEADERSHIP FORUM,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
6082,"Sudan, Republic of the",296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
6083,"Sudan, Republic of the",328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,0
6084,"Sudan, Republic of the",352,MIN OF FOR AFF-BHU:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,0
6085,"Sudan, Republic of the",353,CANADIAN INTL DEV AG:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,0
6086,"Sudan, Republic of the",553,TOYOTA FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TOYOTA,PRIV_TOYOTA FOUNDATION,0
6087,"Sudan, Republic of the",560,INTERNATIONAL DEVELOPMENT AGEN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
6088,"Sudan, Republic of the",859,POL-DUTCH EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0
6089,"Sudan, Republic of the",1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0
6090,"Sudan, Republic of the",10283,KREDITANSTALT FUR WIEDERAUFBAU,DEU,Germany,DEU_AGY_KFW,Germany Agency KfW,0
6091,"Sudan, Republic of the",10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
6092,"Sudan, Republic of the",10417,DIRECCION DE PREVENCION Y ATEN,COL,Colombia,COL_GOVT,Colombia Government,0
6093,"Sudan, Republic of the",11191,Khalifa bn Zayed Al Nehayan Fo,ARE,United Arab Emirates,ARE_MIN,United Arab Emirates Ministry,0
6094,Suriname,16,INTER-AMERICAN DEVELOPMENT BAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDB,Inter-American Development Ban,0
6095,Swaziland,-,-,-,-,-,-,0
6096,Swaziland,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
6097,Swaziland,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
6098,Swaziland,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
6099,Swaziland,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
6100,Swaziland,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
6101,Swaziland,1554,SWA-OPEN SOCIETY INITIATIVE FO,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
6102,Syria,-,-,-,-,-,-,0
6103,Syria,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
6104,Syria,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
6105,Syria,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
6106,Syria,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
6107,Syria,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
6108,Syria,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0
6109,Syria,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
6110,Syria,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
6111,Syria,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
6112,Syria,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
6113,Syria,129,GOVERNMENT OF HUNGARY,HUN,Hungary,HUN_GOVT,Hungary Government,0
6114,Syria,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
6115,Syria,223,GOVERNMENT OF SAINT KITTS AND,KNA,Saint Kitts and Nevis,KNA_GOVT,Saint Kitts and Nevis Governme,0
6116,Syria,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,0
6117,Syria,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
6118,Syria,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0
6119,Syria,455,JAPANESE INTNL COOP AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0
6120,Syria,10494,TOTAL E & P SYRIE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,0
6121,Syria,10668,UNDOF - SYRIA,UN_AGY 1,UN AGENCY 1,UNDOF,AGY_UNDOF,0
6122,Syria,10669,UNRWA - SYRIA,UN_AGY 1,UN AGENCY 1,UNRWA,AGY_UNRWA,0
6123,Syria,10670,UNTSO - SYRIA,UN_AGY 1,UN AGENCY 1,UNTSO,AGY_UNTSO,0
6124,Syria,10671,IOM - SYRIA,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
6125,Syria,10731,SYRIAN ARAB AIRLINES,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYRARABA,PRIV_SYRARABA,0
6126,Syria,10765,SYR MINISTRY OF INFORMATION,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0
6127,Syria,10768,SYR MINISTRY OF TOURISM,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0
6128,Syria,10775,AL-SHAM SHIPPING COMPANY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-ALSHAM SHIPP. CO,PRIV_SYR-AL SHAM SHIP CO,0
6129,Syria,10865,SYRIA MINISTRY OF HIGHER EDUCA,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0
6130,Syria,10903,EMBASSY OF NETHERLANDS IN SYRI,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
6131,Syria,10978,GOVERNORATE OF DAMASCUS,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,0
