key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
2473,Thematic Trust Funds,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,"$5,706,344"
2474,Thematic Trust Funds,144,GOVERNMENT OF KIRIBATI,KIR,Kiribati,KIR_GOVT,Kiribati Government,$0
2475,Thematic Trust Funds,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,$0
2476,Thematic Trust Funds,148,"GOVERNMENT OF LATVIA, REPUBLIC",LVA,Latvia,LVA_GOVT,Latvia Government,$0
2477,Thematic Trust Funds,152,GOVERNMENT OF LIECHTENSTEIN,LIE,Liechtenstein,LIE_GOVT,Liechtenstein Government,$0
2478,Thematic Trust Funds,153,GOVERNMENT OF LIBERIA,LBR,Liberia,LBR_GOVT,Liberia Government,$0
2479,Thematic Trust Funds,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,"$3,867,029"
2480,Thematic Trust Funds,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,($0)
2481,Thematic Trust Funds,165,GOVERNMENT OF MEXICO,MEX,Mexico,MEX_GOVT,Mexico Government,$0
2482,Thematic Trust Funds,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,$0
2483,Thematic Trust Funds,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,$0
2484,Thematic Trust Funds,177,GOVERNMENT OF NETHERLANDS ANTI,NAN,Netherlands Antilles,NAN_GOVT,Neth Antilles Government,$0
2485,Thematic Trust Funds,180,GOVERNMENT OF NEPAL,NPL,Nepal,NPL_GOVT,Nepal Government,$0
2486,Thematic Trust Funds,181,GOVERNMENT OF NIGER,NER,Niger,NER_GOVT,Niger Government,$0
2487,Thematic Trust Funds,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,"$34,817"
2488,Thematic Trust Funds,183,GOVERNMENT OF NEW HEBRIDES,NHE,New Hebrides,NHE_GOVT,New Hebrides Government,$0
2489,Thematic Trust Funds,184,GOVERNMENT OF NICARAGUA,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,$0
2490,Thematic Trust Funds,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,"$14,106,491"
2491,Thematic Trust Funds,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,"$40,258"
2492,Thematic Trust Funds,195,GOVERNMENT OF PHILIPPINES,PHL,Philippines,PHL_GOVT,Philippines Government,$0
2493,Thematic Trust Funds,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,$0
2494,Thematic Trust Funds,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,$0
2495,Thematic Trust Funds,203,GOVERNMENT OF REUNION,REU,Reunion,REU_GOVT,Reunion Government,$0
2496,Thematic Trust Funds,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,$0
2497,Thematic Trust Funds,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,$0
2498,Thematic Trust Funds,213,GOVERNMENT OF SIKKIM,SIK,Sikkim,SIK_GOVT,Sikkim Government,$0
2499,Thematic Trust Funds,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,($5)
2500,Thematic Trust Funds,221,GOVERNMENT OF SRI LANKA,LKA,Sri Lanka,LKA_GOVT,Sri Lanka Government,$0
2501,Thematic Trust Funds,230,GOVERNMENT OF SWAZILAND,SWZ,Swaziland,SWZ_GOVT,Swaziland Government,$0
2502,Thematic Trust Funds,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,$0
2503,Thematic Trust Funds,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,"$75,000"
2504,Thematic Trust Funds,233,GOVERNMENT OF SYRIAN ARAB REPU,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,$0
2505,Thematic Trust Funds,235,GOVERNMENT OF TURKS AND CAICOS,TCA,Turks and Caicos,TCA_GOVT,Turks and Caicos Government,$0
2506,Thematic Trust Funds,238,GOVERNMENT OF TOKELAU,TKL,Tokelau,TKL_GOVT,Tokelau Government,$0
2507,Thematic Trust Funds,241,GOVERNMENT OF TRUST TERRITORY,PLW,Palau,PLW_GOVT,Trust Territory Government,$0
2508,Thematic Trust Funds,242,GOVERNMENT OF TURKMENISTAN,TKM,Turkmenistan,TKM_GOVT,Turkmenistan Government,$0
2509,Thematic Trust Funds,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,$0
2510,Thematic Trust Funds,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,$0
2511,Thematic Trust Funds,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,($7)
2512,Thematic Trust Funds,249,GOVERNMENT OF UKRAINE,UKR,Ukraine,UKR_GOVT,Ukraine Government,$0
2513,Thematic Trust Funds,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,"$58,487"
2514,Thematic Trust Funds,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,"$700,407"
2515,Thematic Trust Funds,254,GOVERNMENT OF UZBEKISTAN,UZB,Uzbekistan,UZB_GOVT,Uzbekistan Government,$0
2516,Thematic Trust Funds,258,GOVERNMENT OF YUGOSLAVIA,MKD,Macedonia,MKD_GOVT,Macedonia Government,$0
2517,Thematic Trust Funds,259,GOVERNMENT OF DEM REPUBLIC OF,ZAR,Democratic Republic of Congo,ZAR_GOVT,Democratic Republic of Congo G,$0
2518,Thematic Trust Funds,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"$7,263"
2519,Thematic Trust Funds,282,LATIN AMERICAN INSTITUTE FOR E,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ILPES,Unknown Type of Agency,$0
2520,Thematic Trust Funds,283,INSTITUTE REGIONAL DECO-COOPER,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IRCOD,Unknown Type of Agency,$0
2521,Thematic Trust Funds,284,JUNTA DEL ACUERDO DE CARTEGENA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,JUNAC,JUNTA DEL ACUERDO DE CARTEGENA,$0
2522,Thematic Trust Funds,286,LEAGUE OF ARAB STATES,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LAS,LEAGUE OF ARAB STATES,$0
2523,Thematic Trust Funds,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,"$159,506"
2524,Thematic Trust Funds,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,$0
2525,Thematic Trust Funds,299,SOROS FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SOROS,SOROS Foundation,$0
2526,Thematic Trust Funds,302,UNFIP TURNER FOUNDATION,UN_AGY 1,UN AGENCY 1,UNFIP,AGY_UNFIP TURNER FOUNDATION,$0
2527,Thematic Trust Funds,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,"$1,930"
2528,Thematic Trust Funds,319,CANADA NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CANNC,PRIV_CANADA NATIONAL COMMITTEE,$0
2529,Thematic Trust Funds,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,$0
2530,Thematic Trust Funds,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,$0
2531,Thematic Trust Funds,347,MIN FOR AFF &TRADE-NZE:UNCDF,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2532,Thematic Trust Funds,350,MIN TRADE&ECO COOP-SAU:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
2533,Thematic Trust Funds,353,CANADIAN INTL DEV AG:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
2534,Thematic Trust Funds,364,UNDP RWANDA: UNCDF ONLY,-,-,-,-,$0
2535,Thematic Trust Funds,380,UNDP TURKEY: UNCDF ONLY,-,-,-,-,$0
2536,Thematic Trust Funds,428,HIVOS: UNCDF ONLY,-,-,-,-,$0
2537,Thematic Trust Funds,471,AUSTRALIAN AG INTL DEV.:UNCDF,AUS,Australia,AUS_MIN,Australia Ministry,$0
2538,Thematic Trust Funds,537,FRANCE NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FRANC,PRIV_FRANCE NATIONAL COMMITTEE,$0
2539,Thematic Trust Funds,541,BELGIUM NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BELNC,PRIV_BELGIUM NATIONAL COMMITTE,$0
2540,Thematic Trust Funds,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,$0
2541,Thematic Trust Funds,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"$5,596,493"
2542,Thematic Trust Funds,552,DIRECTION GINIRALE COOPIRATION,BEL,Belgium,BEL_GOVT,Belgium Government,$0
2543,Thematic Trust Funds,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,"$84,042"
2544,Thematic Trust Funds,641,COL-ASOBANCARIA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ASOBANCARI,PRIV_COL-ASOBANCARIA,$0
2545,Thematic Trust Funds,717,CPR-THE GOVERMENT OF KOREA,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,$0
2546,Thematic Trust Funds,780,LIR-COORDINATING PARTNER NGOS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CNGOS,PRIV_LIR-COORDINATING PARTNER,$0
2547,Thematic Trust Funds,812,PER-CONGRESO DE LA REPUBLICA D,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2548,Thematic Trust Funds,898,COL-EMPRESA DE ENERGIA DE BOGO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,EEEB,PRIV_COL-EMPRESA DE ENERGIA DE,$0
2549,Thematic Trust Funds,950,COS-FINACIO (ANTES BANCOOP),OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2550,Thematic Trust Funds,1013,ARG-GOBIERNO,ARG,Argentina,ARG_GOVT,Argentina Government,$0
2551,Thematic Trust Funds,1040,PAR-GOBIERNO DEL PARAGUAY,PRY,Paraguay,PRY_GOVT,Paraguay Government,$0
2552,Thematic Trust Funds,1047,HON-GOBIERNO DE HONDURAS,HND,Honduras,HND_GOVT,Honduras Government,$0
2553,Thematic Trust Funds,1070,PAN-GOVT,PAN,Panama,PAN_GOVT,Panama Government,$0
2554,Thematic Trust Funds,1117,HON-EMPRESA HONDUREÑA DE TELEC,HND,Honduras,HND_MIN,Honduras Ministry,$0
2555,Thematic Trust Funds,1133,COL-INSTITUTO DISTRITAL DE REC,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IDRD,PRIV_COL-INSTITUTO DISTRITAL D,$0
2556,Thematic Trust Funds,1135,COL-INSTITUTO DE DESARROLLO UR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IDU,PRIV_COL-INSTITUTO DE DESARROL,$0
2557,Thematic Trust Funds,1248,GUA-FUNDACION KUKULKAN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,KUKU,PRIV_GUA-FUNDACION KUKULKAN,$0
2558,Thematic Trust Funds,1342,COL-MINISTERIO DE DEFENSA NACI,COL,Colombia,COL_MIN,Colombia Ministry,$0
2559,Thematic Trust Funds,1470,MEX-NACIONAL FINANCIERA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NAFIN,PRIV_MEX-NACIONAL FINANCIERA,$0
2560,Thematic Trust Funds,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,$0
2561,Thematic Trust Funds,1556,BRA-OTHER,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2562,Thematic Trust Funds,1647,COL-RLA02M04MZ,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2563,Thematic Trust Funds,1669,COL-SECRETARIA DE GOBIERNO,COL,Colombia,COL_GOVT,Colombia Government,$0
2564,Thematic Trust Funds,1670,COL-SECRETARIA DISTRITAL DE SA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SEC SALUD,PRIV_COL-SECRETARIA DISTRITAL,$0
2565,Thematic Trust Funds,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,$0
2566,Thematic Trust Funds,1787,COL-UNITED NATIONS DEVELOPMENT,UN_AGY 1,UN AGENCY 1,UND_!,AGY_COL-UNITED NATIONS DEVELOP,$0
2567,Thematic Trust Funds,1791,ECU-UNDP - ADJUSTMENTS,ECU,Ecuador,ECU_GOVT,Ecuador Government,$0
2568,Thematic Trust Funds,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,$0
2569,Thematic Trust Funds,10003,Global Environment Fund Truste,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEFTRUSTEE,GEF TRUSTEE,$0
2570,Thematic Trust Funds,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,$0
2571,Thematic Trust Funds,10102,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,$0
2572,Thematic Trust Funds,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,$0
2573,Thematic Trust Funds,10166,BUREAU FOR CRISIS PREVENTION A,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2574,Thematic Trust Funds,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,"$32,992"
2575,Thematic Trust Funds,10232,UN FRAMEWORK CONVENTION ON CLI,UN_AGY 1,UN AGENCY 1,UNFCCC,AGY_UN FRAMEWORK CONVENTION ON,$0
2576,Thematic Trust Funds,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,$0
2577,Thematic Trust Funds,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,$0
2578,Thematic Trust Funds,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,$0
2579,Thematic Trust Funds,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,$0
2580,Thematic Trust Funds,10315,ORG FOR SECURITY AND COOPERATI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,0SCE,INTER-GOVERN_EUROP SEC ORG,$0
2581,Thematic Trust Funds,10317,ADM. AGENT UNDP IRAQ TF,MDTF1,BU,AA_UNDGTF,MDTF_IRQ PASSTHROUGH,$0
2582,Thematic Trust Funds,10347,IMPERIAL COLLEGE LONDON,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2583,Thematic Trust Funds,10393,STATOIL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2584,Thematic Trust Funds,10421,COLUMBIA UNIVERSITY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLUMBIA U,PRI_COLUMBIA UNIVERSITY,$0
2585,Thematic Trust Funds,10432,IFRC/PRO VENTION CONSORTIUM,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2586,Thematic Trust Funds,10473,TSUNAMI DISASTER DONOR,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TSUNAMI,PRIV_TSUNAMI,$0
2587,Thematic Trust Funds,10480,USAID,USA,United States of America,USAID,USAID,"$1,000,000"
2588,Thematic Trust Funds,10600,SWEDBIO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SWEDBIO,PRIV_SWEDBIO,$0
2589,Thematic Trust Funds,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"$650,884"
2590,Thematic Trust Funds,10738,AGENCE DU SUD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,AGENCE DU,Agence Du Sud,$0
2591,Thematic Trust Funds,10782,CPLP,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CPLP,Comun. Países Língua Portugues,$0
2592,Thematic Trust Funds,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,$0
2593,Thematic Trust Funds,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,$0
2594,Thematic Trust Funds,11120,OPEC Fund for International De,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OFID,OPEC FUND INTL DEV,$0
2595,Thematic Trust Funds,11190,SPAIN MDG FUND,UN_AGY 1,UN AGENCY 1,SPAIN MDG,MULTIAGY_UNDP,$0
2596,Thematic Trust Funds,11198,Foundation for Advanced Studie,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FASID,PRIV_JAPAN,$0
2597,Thematic Trust Funds,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,"$502,599"
2598,Thematic Trust Funds,11211,IRISH AID,IRL,Ireland,IRL_GOVT,Ireland Government,$0
2599,Thematic Trust Funds,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,"$2,871,251"
2600,Thematic Trust Funds,11265,German Development Institute,DEU,Germany,DEU_GOVT,Germany Government,$0
2601,Thematic Trust Funds,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,$0
2602,Thematic Trust Funds,11429,Region Rhone-Alpes,FRA,France,FRA_GOVT,France Government,$0
2603,Thematic Trust Funds,11430,Region Poitou Charentes,FRA,France,FRA_GOVT,France Government,$0
2604,Thematic Trust Funds,11435,Haiti Relief Donors,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
2605,Thematic Trust Funds,11453,BENFICA Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BENFICA FD,PRIV_PORTUGAL,$0
2606,Thematic Trust Funds,11468,For East broadcasting company,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FAR-EAST-B,INTL RADIO,$0
2607,Thematic Trust Funds,11472,Korean American Association of,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,KAAGNY,PRIV_USA KOR-AMER ASSOC,$0
2608,Thematic Trust Funds,11710,US Int'l Narcotics & Law Enfmn,USA,United States of America,USA_MIN,USA Ministry,"$705,000"
2609,Thematic Trust Funds,12017,Bus. social Resposibility,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BSR,Bus. Social Responsibility,"$80,000"
2610,Thematic Trust Funds,12061,Global Development Group,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GDG,Global Development Group,"$25,000"
2611,Trust Funds,-,-,-,-,-,-,"$487,865"
2612,Trust Funds,1,UN DEPT OF ECONOMIC AND SOCIAL,UN_AGY 1,UN AGENCY 1,UNDESA,AGY_UN DEPT OF ECONOMIC AND SO,$0
2613,Trust Funds,2,UN DEPARTMENT OF INTERNATIONAL,UN_AGY 1,UN AGENCY 1,UNDIESA,UN Department of International,$0
2614,Trust Funds,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,$0
2615,Trust Funds,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,"$150,000"
2616,Trust Funds,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,$0
2617,Trust Funds,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,$0
2618,Trust Funds,8,WORLD METEOROLOGICAL ORGANIZAT,UN_AGY 1,UN AGENCY 1,WMO,AGY_WORLD METEOROLOGICAL ORGAN,$0
2619,Trust Funds,9,INTERNATIONAL MARITIME ORGANIZ,UN_AGY 1,UN AGENCY 1,IMO,AGY_INTERNATIONAL MARITIME ORG,$0
2620,Trust Funds,10,INTERNATIONAL TELECOMMUNICATIO,UN_AGY 1,UN AGENCY 1,ITU,AGY_INTERNATIONAL TELECOMMUNIC,$0
2621,Trust Funds,11,UNITED NATIONS VOLUNTEERS,UN_AGY 1,UN AGENCY 1,UNDP(UNV),UNDP - United Nations Voluntee,$0
2622,Trust Funds,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"$9,309,791"
2623,Trust Funds,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,$0
2624,Trust Funds,14,UNIVERSAL POSTAL UNION,UN_AGY 1,UN AGENCY 1,UPU,AGY_UNIVERSAL POSTAL UNION,$0
2625,Trust Funds,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,$0
2626,Trust Funds,16,INTER-AMERICAN DEVELOPMENT BAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDB,Inter-American Development Ban,$0
2627,Trust Funds,17,AFRICAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ADB,African Development Bank,$0
2628,Trust Funds,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,$0
2629,Trust Funds,19,ARAB FUND FOR ECONOMIC & SOCIA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AFESD,Arab Fund for Economic and Soc,$0
2630,Trust Funds,20,ISLAMIC DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ISDB,ISLAMIC DEVELOPMENT BANK,"$2,478,251"
2631,Trust Funds,21,ECONOMIC COMMISSION FOR LATIN,UN_AGY 1,UN AGENCY 1,ECLAC,AGY_ECONOMIC COMMISSION FOR LA,$0
2632,Trust Funds,22,ESCWA,UN_AGY 1,UN AGENCY 1,ESCWA,AGY_ECONOMIC AND SOCIAL COMMIS,$0
2633,Trust Funds,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,$0
2634,Trust Funds,24,INTERNATIONAL FINANCE CORPORAT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IFC,INTERNATIONAL FINANCE CORP,$0
2635,Trust Funds,25,EUROPEAN BANK FOR RECONSTRUCTI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EBRD,Euro Bank for Reconstruct & De,$0
2636,Trust Funds,27,INTERNATIONAL TRADE CENTRE,UN_AGY 1,UN AGENCY 1,ITC,AGY_INTERNATIONAL TRADE CENTRE,$0
2637,Trust Funds,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,$0
2638,Trust Funds,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,$0
2639,Trust Funds,30,NON-GOVERNMENTAL ORGANIZATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO(NATL)1,PRIV_NON-GOVERNMENTAL ORGANIZA,$0
2640,Trust Funds,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,$0
2641,Trust Funds,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,$0
2642,Trust Funds,33,UN TRUST FUND FOR SUDANO-SAHEL,UN_AGY 1,UN AGENCY 1,UNSO,United Nations Trust Fund for,$0
2643,Trust Funds,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,$0
2644,Trust Funds,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,"($5,394)"
2645,Trust Funds,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,$0
2646,Trust Funds,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,($76)
2647,Trust Funds,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,$0
2648,Trust Funds,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,"$4,405,910"
2649,Trust Funds,44,GOVERNMENT OF AFGHANISTAN,AFG,Afghanistan,AFG_GOVT,Afghanistan Government,$0
2650,Trust Funds,45,GOVERNMENT OF ALBANIA,ALB,Albania,ALB_GOVT,Albania Government,$0
2651,Trust Funds,46,GOVERNMENT OF ALGERIA,DZA,Algeria,DZA_GOVT,Algeria Government,"$76,575"
2652,Trust Funds,48,GOVERNMENT OF ANDORRA,AND,Andorra,AND_GOVT,Andorra Government,$0
2653,Trust Funds,51,GOVERNMENT OF ANTIGUA AND BARB,ANT,Antigua and Barbuda,ANT_GOVT,Antigua and Barbuda Government,"$6,000"
2654,Trust Funds,52,GOVERNMENT OF ARGENTINA,ARG,Argentina,ARG_GOVT,Argentina Government,"$4,894"
2655,Trust Funds,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,"($13,289)"
2656,Trust Funds,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,$0
2657,Trust Funds,57,GOVERNMENT OF AZERBAIJAN,AZE,Azerbaijan,AZE_GOVT,Azerbaijan Government,$0
2658,Trust Funds,59,GOVERNMENT OF BARBADOS,BRB,Barbados,BRB_GOVT,Barbados Government,$0
